p780_L2_decode,qjs,275788820,,armv8_pmuv3_1/instructions/,11713200,100.00,6.04,insn per cycle
p780_L2_decode,qjs,45665605,,armv8_pmuv3_1/cycles/,11713200,100.00,,
p780_L2_decode,qjs,1123145,,armv8_pmuv3_1/stall_frontend/,11713200,100.00,,
p780_L2_decode,qjs,88632223,,armv8_pmuv3_1/mem_access/,11713200,100.00,,
p780_L2_decode,zjs,291720107,,armv8_pmuv3_1/instructions/,15295280,100.00,4.89,insn per cycle
p780_L2_decode,zjs,59633470,,armv8_pmuv3_1/cycles/,15295280,100.00,,
p780_L2_decode,zjs,2754625,,armv8_pmuv3_1/stall_frontend/,15295280,100.00,,
p780_L2_decode,zjs,137200737,,armv8_pmuv3_1/mem_access/,15295280,100.00,,
p780_L2_decode,zjs,291845013,,armv8_pmuv3_1/instructions/,15435952,100.00,4.85,insn per cycle
p780_L2_decode,zjs,60183138,,armv8_pmuv3_1/cycles/,15435952,100.00,,
p780_L2_decode,zjs,2779569,,armv8_pmuv3_1/stall_frontend/,15435952,100.00,,
p780_L2_decode,zjs,137260570,,armv8_pmuv3_1/mem_access/,15435952,100.00,,
p780_L2_decode,qjs,275773329,,armv8_pmuv3_1/instructions/,11713440,100.00,6.04,insn per cycle
p780_L2_decode,qjs,45663507,,armv8_pmuv3_1/cycles/,11713440,100.00,,
p780_L2_decode,qjs,1148730,,armv8_pmuv3_1/stall_frontend/,11713440,100.00,,
p780_L2_decode,qjs,88609866,,armv8_pmuv3_1/mem_access/,11713440,100.00,,
p780_L3_full,qjs,326134569,,armv8_pmuv3_1/instructions/,13922400,100.00,6.01,insn per cycle
p780_L3_full,qjs,54282686,,armv8_pmuv3_1/cycles/,13922400,100.00,,
p780_L3_full,qjs,1458425,,armv8_pmuv3_1/stall_frontend/,13922400,100.00,,
p780_L3_full,qjs,107496495,,armv8_pmuv3_1/mem_access/,13922400,100.00,,
p780_L3_full,zjs,339028640,,armv8_pmuv3_1/instructions/,18091984,100.00,4.81,insn per cycle
p780_L3_full,zjs,70541039,,armv8_pmuv3_1/cycles/,18091984,100.00,,
p780_L3_full,zjs,4388201,,armv8_pmuv3_1/stall_frontend/,18091984,100.00,,
p780_L3_full,zjs,159399599,,armv8_pmuv3_1/mem_access/,18091984,100.00,,
p780_L3_full,zjs,339227072,,armv8_pmuv3_1/instructions/,18098320,100.00,4.81,insn per cycle
p780_L3_full,zjs,70562981,,armv8_pmuv3_1/cycles/,18098320,100.00,,
p780_L3_full,zjs,3781747,,armv8_pmuv3_1/stall_frontend/,18098320,100.00,,
p780_L3_full,zjs,159486737,,armv8_pmuv3_1/mem_access/,18098320,100.00,,
p780_L3_full,qjs,326217814,,armv8_pmuv3_1/instructions/,13979936,100.00,5.98,insn per cycle
p780_L3_full,qjs,54507739,,armv8_pmuv3_1/cycles/,13979936,100.00,,
p780_L3_full,qjs,1531310,,armv8_pmuv3_1/stall_frontend/,13979936,100.00,,
p780_L3_full,qjs,107534711,,armv8_pmuv3_1/mem_access/,13979936,100.00,,
p780_L3_full,qjs,326141296,,armv8_pmuv3_1/instructions/,13943312,100.00,6.00,insn per cycle
p780_L3_full,qjs,54367915,,armv8_pmuv3_1/cycles/,13943312,100.00,,
p780_L3_full,qjs,1606694,,armv8_pmuv3_1/stall_frontend/,13943312,100.00,,
p780_L3_full,qjs,107435971,,armv8_pmuv3_1/mem_access/,13943312,100.00,,
p780_L3_full,zjs,339216874,,armv8_pmuv3_1/instructions/,18087984,100.00,4.81,insn per cycle
p780_L3_full,zjs,70524325,,armv8_pmuv3_1/cycles/,18087984,100.00,,
p780_L3_full,zjs,4328962,,armv8_pmuv3_1/stall_frontend/,18087984,100.00,,
p780_L3_full,zjs,159260432,,armv8_pmuv3_1/mem_access/,18087984,100.00,,
p780_L3_full,zjs,339124460,,armv8_pmuv3_1/instructions/,18055552,100.00,4.82,insn per cycle
p780_L3_full,zjs,70395606,,armv8_pmuv3_1/cycles/,18055552,100.00,,
p780_L3_full,zjs,4426534,,armv8_pmuv3_1/stall_frontend/,18055552,100.00,,
p780_L3_full,zjs,159211566,,armv8_pmuv3_1/mem_access/,18055552,100.00,,
p780_L3_full,qjs,326269402,,armv8_pmuv3_1/instructions/,13937968,100.00,6.00,insn per cycle
p780_L3_full,qjs,54341175,,armv8_pmuv3_1/cycles/,13937968,100.00,,
p780_L3_full,qjs,1457565,,armv8_pmuv3_1/stall_frontend/,13937968,100.00,,
p780_L3_full,qjs,107499252,,armv8_pmuv3_1/mem_access/,13937968,100.00,,
p780_L3_full,qjs,326338707,,armv8_pmuv3_1/instructions/,13999808,100.00,5.98,insn per cycle
p780_L3_full,qjs,54578978,,armv8_pmuv3_1/cycles/,13999808,100.00,,
p780_L3_full,qjs,1585606,,armv8_pmuv3_1/stall_frontend/,13999808,100.00,,
